"","COMUNAS.COMUNA","GINI_COMUNAL"
"1",15202,0.429224348441106
"2",15201,0.262442263727183
"3",15102,0.326784232023822
"4",15101,0.306494670631335
"5",14204,0.35167715057287
"6",14203,0.377928921664076
"7",14202,0.371974005692016
"8",14201,0.342364382705829
"9",14108,0.363584297909563
"10",14107,0.348410258061053
"11",14106,0.349533486198036
"12",14105,0.345461393864621
"13",14104,0.348166913717555
"14",14103,0.342389493067802
"15",14102,0.334857098785111
"16",14101,0.298222551762742
"17",13605,0.308655237503457
"18",13604,0.318075944425009
"19",13603,0.330570880007993
"20",13602,0.331952958571925
"21",13601,0.313699546148416
"22",13505,0.354809023525031
"23",13504,0.328944247406929
"24",13503,0.321860622434276
"25",13502,0.337513654727218
"26",13501,0.327887149183495
"27",13404,0.329354265174621
"28",13403,0.31547764466397
"29",13402,0.328793910323784
"30",13401,0.316208090536018
"31",13303,0.325422165278148
"32",13302,0.345441731958556
"33",13301,0.365205616015779
"34",13203,0.291736527488925
"35",13202,0.314920787511644
"36",13201,0.299442199432462
"37",13132,0.254201593483469
"38",13131,0.309255631654195
"39",13130,0.266013080702536
"40",13129,0.285908636958449
"41",13128,0.315683357497348
"42",13127,0.293428037002163
"43",13126,0.276082850704258
"44",13125,0.300233833444605
"45",13124,0.30130265264608
"46",13123,0.20635486620644
"47",13122,0.315099538495348
"48",13121,0.294211108420966
"49",13120,0.237683517064171
"50",13119,0.276123755517121
"51",13118,0.277130564662491
"52",13117,0.294707900630855
"53",13116,0.309755945490009
"54",13115,0.311397519198678
"55",13114,0.232566402564138
"56",13113,0.268375523707237
"57",13112,0.332597835750172
"58",13111,0.302077508050282
"59",13110,0.286673939228272
"60",13109,0.281164582709762
"61",13108,0.266577952695747
"62",13107,0.332443129124593
"63",13106,0.282732015917815
"64",13105,0.30880750280313
"65",13104,0.294312564982521
"66",13103,0.311066584197703
"67",13102,0.305538233412053
"68",13101,0.229003594443767
"69",12402,0.183068695186088
"70",12401,0.313132209090147
"71",12303,0.213511294153317
"72",12302,0.204873881291159
"73",12301,0.30207517386102
"74",12202,0.108617496459309
"75",12201,0.314741907261592
"76",12104,0.217955942966647
"77",12103,0.186892950379498
"78",12102,0.298584351157165
"79",12101,0.289606762437689
"80",11402,0.366919934941939
"81",11401,0.340897348826967
"82",11303,0.400438417982278
"83",11302,0.352333023357584
"84",11301,0.370101890357642
"85",11203,0.320292431986508
"86",11202,0.321510360355685
"87",11201,0.344074573419298
"88",11102,0.373630720545277
"89",11101,0.343176698578607
"90",10404,0.344961148712519
"91",10403,0.361314692302923
"92",10402,0.331985681392014
"93",10401,0.329087532148905
"94",10307,0.359408818326529
"95",10306,0.380951116029971
"96",10305,0.34753661454357
"97",10304,0.335900020382324
"98",10303,0.354005049086362
"99",10302,0.336979135290595
"100",10301,0.323683655066305
"101",10210,0.353123693638431
"102",10209,0.3306292606256
"103",10208,0.352445389375676
"104",10207,0.357019054147054
"105",10206,0.336424817992358
"106",10205,0.334167033618609
"107",10204,0.341394555186416
"108",10203,0.339802946409332
"109",10202,0.331822432298047
"110",10201,0.325142998517759
"111",10109,0.33937730431905
"112",10108,0.340845251373982
"113",10107,0.332869541645735
"114",10106,0.357128830954123
"115",10105,0.349310375523811
"116",10104,0.357290396160258
"117",10103,0.343554555617144
"118",10102,0.352657821936237
"119",10101,0.322582701932476
"120",9211,0.338747832052135
"121",9210,0.370286733767406
"122",9209,0.35223678237491
"123",9208,0.379285471375337
"124",9207,0.406560615775481
"125",9206,0.376002932049741
"126",9205,0.38271244800183
"127",9204,0.378966887787221
"128",9203,0.348208046243444
"129",9202,0.371185528038218
"130",9201,0.33820211899018
"131",9121,0.393278357592613
"132",9120,0.327955881952242
"133",9119,0.349385856019698
"134",9118,0.359264185191253
"135",9117,0.364914021620454
"136",9116,0.388243708485018
"137",9115,0.321480875441707
"138",9114,0.329424161484653
"139",9113,0.350969830079924
"140",9112,0.340269913962564
"141",9111,0.3560332860261
"142",9110,0.358483117670053
"143",9109,0.346267324858786
"144",9108,0.341925194153425
"145",9107,0.328575506560362
"146",9106,0.397852871966967
"147",9105,0.342418509108471
"148",9104,0.380084860554143
"149",9103,0.342943076970593
"150",9102,0.379182689546982
"151",9101,0.300405213495395
"152",8421,0.32909098969733
"153",8420,0.360312638025605
"154",8419,0.351232895345332
"155",8418,0.348153798782987
"156",8417,0.380338036100226
"157",8416,0.345427154013765
"158",8415,0.350027836278835
"159",8414,0.357381818351497
"160",8413,0.346630060779323
"161",8412,0.365817107573803
"162",8411,0.334576489236276
"163",8410,0.351007625037127
"164",8409,0.355437318126141
"165",8408,0.360405005663499
"166",8407,0.350429640142643
"167",8406,0.323061300640347
"168",8405,0.358226730678155
"169",8404,0.356735877838438
"170",8403,0.362279977075639
"171",8402,0.340453370777556
"172",8401,0.310981299949366
"173",8314,0.459392167590799
"174",8313,0.351161154547721
"175",8312,0.340548697579725
"176",8311,0.365381877436614
"177",8310,0.335868107331137
"178",8309,0.343479669000621
"179",8308,0.356967778833205
"180",8307,0.366172398983441
"181",8306,0.352426819603824
"182",8305,0.3574042492317
"183",8304,0.354573624477065
"184",8303,0.341510796343355
"185",8302,0.341304492958324
"186",8301,0.332134747021753
"187",8207,0.388146976011194
"188",8206,0.368800789081896
"189",8205,0.348321808386853
"190",8204,0.364715335007699
"191",8203,0.368418788189168
"192",8202,0.343499902449684
"193",8201,0.357102449778533
"194",8112,0.290595717091548
"195",8111,0.315712692897098
"196",8110,0.292076233045181
"197",8109,0.375844899228108
"198",8108,0.326592504790336
"199",8107,0.309210708521275
"200",8106,0.325140699936562
"201",8105,0.341373348931487
"202",8104,0.361923679752038
"203",8103,0.298395523481859
"204",8102,0.321472117386267
"205",8101,0.272665716415284
"206",7408,0.356897962425031
"207",7407,0.344237070551846
"208",7406,0.351929161846616
"209",7405,0.355749790586334
"210",7404,0.355334631600038
"211",7403,0.359621242479624
"212",7402,0.350926253222374
"213",7401,0.327917131988591
"214",7309,0.34768488724636
"215",7308,0.351120552689398
"216",7307,0.355897512176524
"217",7306,0.344589685927664
"218",7305,0.354126542061849
"219",7304,0.346184281861289
"220",7303,0.346252699501391
"221",7302,0.366213651502376
"222",7301,0.327900616229954
"223",7203,0.360250096393709
"224",7202,0.359134854460895
"225",7201,0.351849213265879
"226",7110,0.359313678551821
"227",7109,0.356200096120836
"228",7108,0.357403823545261
"229",7107,0.369571968328336
"230",7106,0.361351614002698
"231",7105,0.345859278307819
"232",7104,0.383355739878511
"233",7103,0.371185761460735
"234",7102,0.344623106895775
"235",7101,0.305937243640731
"236",6310,0.331420614037453
"237",6309,0.358679403113569
"238",6308,0.336253793070849
"239",6307,0.340950568546062
"240",6306,0.334887022082876
"241",6305,0.333266898640521
"242",6304,0.365911310452642
"243",6303,0.341258338724454
"244",6302,0.356180667128889
"245",6301,0.320060255583461
"246",6206,0.381173251309343
"247",6205,0.342613550862474
"248",6204,0.346873554297784
"249",6203,0.350586722225358
"250",6202,0.345632028904455
"251",6201,0.333614066225876
"252",6117,0.329589467497724
"253",6116,0.338429885201306
"254",6115,0.331313258297334
"255",6114,0.328789425405275
"256",6113,0.34268165670583
"257",6112,0.328362552612695
"258",6111,0.340124799431078
"259",6110,0.331971895717679
"260",6109,0.329599129162696
"261",6108,0.335848904471528
"262",6107,0.342378896168491
"263",6106,0.330558766968929
"264",6105,0.326044714306744
"265",6104,0.341442416319736
"266",6103,0.325607537202126
"267",6102,0.335953001225621
"268",6101,0.309435512445243
"269",5804,0.283990542374592
"270",5803,0.319671069186667
"271",5802,0.312110737267208
"272",5801,0.276760399834161
"273",5706,0.328346644418972
"274",5705,0.33845185758083
"275",5704,0.332133727227399
"276",5703,0.334650876455528
"277",5702,0.338736307248658
"278",5701,0.315971736776355
"279",5606,0.326003808240911
"280",5605,0.296957494330232
"281",5604,0.295783455400875
"282",5603,0.309823066728545
"283",5602,0.299906086759387
"284",5601,0.306617634500224
"285",5506,0.328667731844873
"286",5504,0.320360675278226
"287",5503,0.339602715245361
"288",5502,0.314296981330236
"289",5501,0.311347501444111
"290",5405,0.309556716991702
"291",5404,0.347282127430177
"292",5403,0.287445747109822
"293",5402,0.344163112114158
"294",5401,0.331135255896882
"295",5304,0.332194462698013
"296",5303,0.349169399969012
"297",5302,0.327988655912271
"298",5301,0.294744666025119
"299",5201,0.296928270753548
"300",5109,0.274175031902463
"301",5107,0.314159532470501
"302",5105,0.310539844251638
"303",5104,0.298065365305754
"304",5103,0.294374977686579
"305",5102,0.320189782975073
"306",5101,0.283079958905361
"307",4305,0.373378452273323
"308",4304,0.365683731438492
"309",4303,0.359587904892364
"310",4302,0.353152406766023
"311",4301,0.334319824170684
"312",4204,0.331270123942509
"313",4203,0.344692196898023
"314",4202,0.385883680995109
"315",4201,0.347104449900069
"316",4106,0.333460949933098
"317",4105,0.312559984439842
"318",4104,0.383927139408492
"319",4103,0.335689648952328
"320",4102,0.312814009796258
"321",4101,0.304745867496676
"322",3304,0.32428944238901
"323",3303,0.358344928745318
"324",3302,0.359767208641807
"325",3301,0.331919907892108
"326",3202,0.305521588532245
"327",3201,0.32734724129252
"328",3103,0.327006025713379
"329",3102,0.312907316645363
"330",3101,0.31840329621783
"331",2302,0.239076488160299
"332",2301,0.318735510370233
"333",2203,0.28763609486479
"334",2202,0.3287452354368
"335",2201,0.30123773777546
"336",2104,0.305070619972707
"337",2103,0.12940462114825
"338",2102,0.271018861365612
"339",2101,0.294406125679989
"340",1405,0.23026012932984
"341",1404,0.377158575376519
"342",1403,0.394278033782229
"343",1402,0.406552856631873
"344",1401,0.316792814990406
"345",1107,0.339635754308791
"346",1101,0.295235588503821
